taxon_id,scientific_name,vernacular_name_ja,taxon_group_ja,redlist_kanagawa,redlist_national,ias_category,gbif_match_type,source_id,reason
aegista latizona,Aegista latizona,クロオビオトメマイマイ,貝類,,準絶滅危惧（NT）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
aegista lepidophora lepidophora,Aegista lepidophora lepidophora,ウロコケマイマイ,貝類,,絶滅危惧I類（CR+EN）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
aegista lepidophora scutifera,Aegista lepidophora scutifera,カドマルウロコケマイマイ,貝類,,絶滅危惧II類（VU）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
aegista marginata,Aegista marginata,ヘリトリケマイマイ,貝類,,絶滅危惧I類（CR+EN）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
aegista mayasana,Aegista mayasana,マヤサンマイマイ,貝類,,絶滅危惧II類（VU）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
aegista meiacoshimensis,Aegista meiacoshimensis,ナガシリマルホソマイマイ,貝類,,準絶滅危惧（NT）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
aegista mikuriyensis,Aegista mikuriyensis,コケラマイマイ,貝類,,準絶滅危惧（NT）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
aegista minima,Aegista minima,マメヒロベソマイマイ,貝類,,絶滅危惧II類（VU）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
aegista nitens,Aegista nitens,ミドリマイマイ,貝類,,絶滅危惧I類（CR+EN）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
aegista nunobikiensis,Aegista nunobikiensis,ヌノビキケマイマイ,貝類,,絶滅危惧II類（VU）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
aegista omiensis,Aegista omiensis,オウミケマイマイ,貝類,,絶滅危惧II類（VU）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
aegista omma,Aegista omma,オマオオベソマイマイ,貝類,,準絶滅危惧（NT）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
aegista optima,Aegista optima,ケショウマイマイ,貝類,,絶滅危惧I類（CR+EN）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
aegista pallens,Aegista pallens,シロマイマイ,貝類,,準絶滅危惧（NT）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
aegista pressa,Aegista pressa,ヒラケマイマイ,貝類,,準絶滅危惧（NT）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
aegista proba goniosoma,Aegista proba goniosoma,カドコオオベソマイマイ,貝類,,準絶滅危惧（NT）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
aegista proba goniosomoides,Aegista proba goniosomoides,ミヤマオオベソマイマイ,貝類,,絶滅危惧II類（VU）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
aegista scepasma,Aegista scepasma,イトマンケマイマイ,貝類,,絶滅危惧II類（VU）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
aegista squarrosa squarrosa,Aegista squarrosa squarrosa,マルテンスオオベソマイマイ,貝類,,絶滅危惧II類（VU）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
aegista squarrosa tokunoshimana,Aegista squarrosa tokunoshimana,トクノシマオオベソマイマイ,貝類,,絶滅危惧II類（VU）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
aegista stenomphala,Aegista stenomphala,イソムラマイマイ,貝類,,絶滅危惧I類（CR+EN）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
aegista tadai,Aegista tadai,イトヒキオオベソマイマイ,貝類,,絶滅危惧I類（CR+EN）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
aegista takarai,Aegista takarai,タカラホソマイマイ,貝類,,絶滅危惧II類（VU）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
aegista tokyoensis,Aegista tokyoensis,トウキョウコオオベソマイマイ,貝類,,準絶滅危惧（NT）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
aegista trochula,Aegista trochula,ツシマケマイマイ,貝類,,準絶滅危惧（NT）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
aegista tumida cavata,Aegista tumida cavata,キイオオベソマイマイ,貝類,,準絶滅危惧（NT）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
aegista tumida tumida,Aegista tumida tumida,フチマルオオベソマイマイ,貝類,,準絶滅危惧（NT）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
aegista turrita,Aegista turrita,トウガタホソマイマイ,貝類,,絶滅危惧I類（CR+EN）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
aegolius funereus pallens,Aegolius funereus pallens,キンメフクロウ,鳥類,,情報不足（DD）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
aerobryidium laosiense,Aerobryidium laosiense,トサノタスキゴケ,蘚苔類,,絶滅危惧Ⅱ類（VU）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
aerobryopsis parisii,Aerobryopsis parisii,ヒカゲノカズラモドキ,蘚苔類,,絶滅危惧Ⅱ類（VU）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
aerobryum speciosum var. nipponicum,Aerobryum speciosum var. nipponicum,ミハラシゴケ,蘚苔類,,情報不足（DD）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
aeromachus inachus inachus,Aeromachus inachus inachus,ホシチャバネセセリ,昆虫類,,絶滅危惧IB類（EN）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
aeschna mixta soneharai,Aeschna mixta soneharai,マダラヤンマ,昆虫類,,準絶滅危惧（NT）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
aeschna subarctica subarctica,Aeschna subarctica subarctica,イイジマルリボシヤンマ,昆虫類,,準絶滅危惧（NT）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
aeschnophlebia anisoptera,Aeschnophlebia anisoptera,ネアカヨシヤンマ,昆虫類,,準絶滅危惧（NT）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
aeschnophlebia longistigma,Aeschnophlebia longistigma,アオヤンマ,昆虫類,,準絶滅危惧（NT）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
aeschynanthus acuminatus,Aeschynanthus acuminatus,ナガミカズラ,維管束植物,,絶滅危惧ⅠＡ類（CR）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
aethaloperca rogaa,Aethaloperca rogaa,クロハタ,魚類（海洋生物）,,情報不足（DD）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
aetobatus narinari,Aetobatus narinari,マダラトビエイ,魚類（海洋生物）,,情報不足（DD）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
agabus affinis,Agabus affinis,オクエゾクロマメゲンゴロウ,昆虫類,,準絶滅危惧（NT）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
agapanthia japonica,Agapanthia japonica,フサヒゲルリカミキリ,昆虫類,,絶滅危惧IA類（CR）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
agapanthia sakaii,Agapanthia sakaii,ミチノクケマダラカミキリ,昆虫類,,絶滅危惧II類（VU）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
agave americana,Agave americana,アオノリュウゼツラン（リュウゼツラン）,植物,,,重点対策外来種,,moe_ias_list,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
agenocimbex jucunda,Agenocimbex jucunda,ホシアシブトハバチ,昆虫類,,情報不足（DD）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
ageratum conyzoides、a. houstinianum,Ageratum conyzoides、A. houstinianum,カッコウアザミ、ムラサキカッコウアザミ（オオカッコウアザミ）、アゲラタム（総称名）,植物,,,その他の総合対策外来種,,moe_ias_list,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
aglaomorpha coronans,Aglaomorpha coronans,カザリシダ,維管束植物,,絶滅危惧ⅠＡ類（CR）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
agrilus boninensis,Agrilus boninensis,オガサワラナガタマムシ,昆虫類,,情報不足（DD）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
agrilus suzukii,Agrilus suzukii,シラフオガサワラナガタマムシ,昆虫類,,情報不足（DD）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
agrimonia coreana,Agrimonia coreana,チョウセンキンミズヒキ,維管束植物,,絶滅危惧Ⅱ類（VU）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
agriocnemis pygmaea,Agriocnemis pygmaea,ヒメイトトンボ,昆虫類,,準絶滅危惧（NT）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
agriodesma navicula,Agriodesma navicula,オビクイ,貝類,,絶滅危惧II類（VU）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
agriotypus gracilis,Agriotypus gracilis,ミズバチ,昆虫類,,情報不足（DD）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
agrostis gigantea、agrostis nigra,Agrostis gigantea、Agrostis nigra,コヌカグサ（レッドトップ）、クロコヌカグサ,植物,,,適切な管理が必要な産業上重要な外来種（産業管理外来種）,,moe_ias_list,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
agrostis hideoi,Agrostis hideoi,ユキクラヌカボ,維管束植物,,絶滅危惧Ⅱ類（VU）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
agrostis valvata,Agrostis valvata,ヒメコヌカグサ,維管束植物,,準絶滅危惧（NT）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
agrotis desertorum,Agrotis desertorum,ハマヤガ,昆虫類,,準絶滅危惧（NT）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
ailanthus altissima,Ailanthus altissima,ニワウルシ（シンジュ）,植物,,,重点対策外来種,,moe_ias_list,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
ainohelix io,Ainohelix io,アケボノマイマイ,貝類,,準絶滅危惧（NT）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
ainsliaea fragrans,Ainsliaea fragrans,マルバテイショウソウ,維管束植物,,絶滅危惧Ⅱ類（VU）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
ainsliaea oblonga,Ainsliaea oblonga,ナガバハグマ,維管束植物,,絶滅危惧Ⅱ類（VU）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
ainsliaea oblonga var. latifolia,Ainsliaea oblonga var. latifolia,オオナガバハグマ,維管束植物,,情報不足（DD）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
aiteng mysticus,Aiteng mysticus,ヒミツナメクジ,貝類,,絶滅危惧II類（VU）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
ajuga boninsimae,Ajuga boninsimae,シマカコソウ,維管束植物,,絶滅危惧ⅠＡ類（CR）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
ajuga ciliata var. villosior,Ajuga ciliata var. villosior,カイジンドウ,維管束植物,,絶滅危惧Ⅱ類（VU）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
ajuga incisa,Ajuga incisa,ヒイラギソウ,維管束植物,,絶滅危惧Ⅱ類（VU）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
ajuga makinoi,Ajuga makinoi,タチキランソウ,維管束植物,,準絶滅危惧（NT）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
ajuga shikotanensis,Ajuga shikotanensis,ツルカコソウ,維管束植物,,絶滅危惧Ⅱ類（VU）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
akalaphycus liagoroides,Akalaphycus liagoroides,コナハダモドキ,藻類,,情報不足（DD）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
akalaphycus setchelliae,Akalaphycus setchelliae,ナンバンガラガラモドキ,藻類,,情報不足（DD）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
akiyoshia akka,Akiyoshia akka,アッカミジンツボ,貝類,,情報不足（DD）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
akiyoshia cylindrica,Akiyoshia cylindrica,ホソミジンツボ,貝類,,情報不足（DD）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
akiyoshia kawanensis,Akiyoshia kawanensis,カワネミジンツボ,貝類,,情報不足（DD）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
akiyoshia kishiiana,Akiyoshia kishiiana,サガノミジンツボ,貝類,,情報不足（DD）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
akiyoshia kobayashii,Akiyoshia kobayashii,コバヤシミジンツボ,貝類,,絶滅危惧II類（VU）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
akiyoshia morimotoi,Akiyoshia morimotoi,コウチミジンツボ,貝類,,情報不足（DD）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
akiyoshia nanatsugamaensis,Akiyoshia nanatsugamaensis,ナナツガマミジンツボ,貝類,,絶滅危惧I類（CR+EN）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
akiyoshia scalaris,Akiyoshia scalaris,クルイミジンツボ,貝類,,情報不足（DD）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
akiyoshia uenoi,Akiyoshia uenoi,アキヨシミジンツボ,貝類,,絶滅危惧II類（VU）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
akkesiphycus lubricus,Akkesiphycus lubricus,コンブモドキ,藻類,,情報不足（DD）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
alaria angusta,Alaria angusta,ホソバワカメ,藻類,,情報不足（DD）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
albizia kalkora,Albizia kalkora,オオバネムノキ,維管束植物,,絶滅危惧ⅠB類（EN）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
albizia retusa,Albizia retusa,ヤエヤマネムノキ,維管束植物,,絶滅危惧ⅠB類（EN）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
alchemilla japonica,Alchemilla japonica,ハゴロモグサ,維管束植物,,準絶滅危惧（NT）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
aldrovanda vesiculosa,Aldrovanda vesiculosa,ムジナモ,維管束植物,,絶滅危惧ⅠＡ類（CR）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
